app_name,reviewId,userName,content,score,at,clean_text,polarity,subjectivity,sentiment,watch_hours,sessions_per_week,subscription_age_months,sentiment_score,churn,predicted_churn_log,predicted_churn_rf
Amazon Prime Video,ff2f46f5-4a57-41ce-963d-6bec033b2ca4,Subhajeet Dey,it's just stop working,2,02-11-2025 00:32,stop working,0.0,0.0,Neutral,29,3,17,0.0,0,1,1
Amazon Prime Video,7a5e0614-2b5e-4ac5-bcd7-2ac564a2b291,Pavan Kumar,Audio Description is worst feature and every time plays the vedio need to change settings multiple times to disable it. cant you make it simple feature and disable for all vedioes at once,1,02-11-2025 00:04,audio description worst feature every time play vedio need change setting multiple time disable cant make simple feature disable vedioes,-0.3333333333333333,0.4523809523809524,Negative,10,3,20,-0.3333333333333333,1,0,1
Amazon Prime Video,7d57f09d-4a68-4908-8fc2-3f0f3c7eaecd,S Pal,disaster,1,01-11-2025 23:55,disaster,0.0,0.0,Neutral,7,1,3,0.0,1,0,1
Amazon Prime Video,be3c8e1f-e03b-4b69-9f6d-da33283fe416,Siddharth Kumar,"The last update ruined the experience. Cannot zoom to full screen, settings icons while playing videos contains only language and audio description options. It feels like a cheap free video app, not what we expect from a 1500 yearly subscription app from Amazon.",1,01-11-2025 23:45,last update ruined experience cannot zoom full screen setting icon playing video contains language audio description option feel like cheap free video app expect yearly subscription app amazon,0.2875,0.5291666666666667,Positive,22,5,22,0.2875,0,0,1
Amazon Prime Video,c4fbf396-0482-4a28-ab0b-5ed64c2adf4e,M,Glitchy and confusing. Forced ads on subscribers and raised price. Some older tv shows are not in the correct order and/or are mislabeled. Oddly treats seasons of TV shows as separate entities. I do not think the developers responsible for this have ever watched television.,1,01-11-2025 23:27,glitchy confusing forced ad subscriber raised price older tv show correct order andor mislabeled oddly treat season tv show separate entity think developer responsible ever watched television,-0.08000000000000002,0.3466666666666667,Negative,27,8,4,-0.08000000000000002,1,0,0
Amazon Prime Video,ea28fdde-91a9-48f8-9ee7-6f232c7894bf,Manish Kumar,Amazon is getting shameless day by day. It was not like they were not making profit before. Now they have made a Prime subscription with ads. We have to pay more for ad free experience. Moreover they are charging non refundable platform fees on their e-commerce website.,1,01-11-2025 23:19,amazon getting shameless day day like making profit made prime subscription ad pay ad free experience moreover charging non refundable platform fee ecommerce website,0.4,0.8,Positive,7,1,13,0.4,1,1,1
Amazon Prime Video,4f92c688-c258-4afe-97c7-edb9da42fd35,curly bham,"fire TV stick lite early start ads, me dont want pay stop ads. no pay need free ads.",3,01-11-2025 23:09,fire tv stick lite early start ad dont want pay stop ad pay need free ad,0.25,0.55,Positive,4,4,7,0.25,1,0,1
Amazon Prime Video,65eacc2d-9f43-466b-a8c9-212e147f0139,Amit Shekhawat,"Jeff has got money issues it seems. For prime members also watching ad is mandatory. And some latest and good content is on rent!! Wow! Jeff is bankrupt.... Or getting poor. The current policy that he is implementing is a, sign that is he loosing money and his zeel to do good business is dead. He is out of ideas... Wow!!! And now he is.... Man without ethics.",1,01-11-2025 23:08,jeff got money issue seems prime member also watching ad mandatory latest good content rent wow jeff bankrupt getting poor current policy implementing sign loosing money zeel good business dead idea wow man without ethic,0.18750000000000003,0.6875,Positive,46,7,22,0.18750000000000003,0,1,1
Amazon Prime Video,7ea7ff43-d75c-4ed5-9bff-a9874268c4b9,Shivam Maurya,very nice,1,01-11-2025 23:07,nice,0.6,1.0,Positive,1,5,2,0.6,1,0,0
Amazon Prime Video,aa0a27b9-0168-45f4-88b1-3e70e02d93d7,Inventors vlog,"pathetic user interface, intentionally they don't allow zoom fit in several movies.",1,01-11-2025 23:01,pathetic user interface intentionally dont allow zoom fit several movie,-0.19999999999999998,0.4666666666666666,Negative,18,6,9,-0.19999999999999998,1,0,1
Amazon Prime Video,d36272bf-9d03-41c8-b6fc-ce4f59eda106,RAMAIYER SANKARANARAYANAN,not working properly in tata play binge subscription ask me to pay Amazon also with huge amount,1,01-11-2025 22:53,working properly tata play binge subscription ask pay amazon also huge amount,0.19999999999999998,0.5,Positive,23,8,4,0.19999999999999998,0,1,0
Amazon Prime Video,461fe760-81ec-41b2-b550-9cfd4390f866,MITUL LAD,after the update when I open the application it Automatically shutdown,1,01-11-2025 22:53,update open application automatically shutdown,0.0,0.5,Neutral,37,9,19,0.0,0,1,1
Amazon Prime Video,92d48f02-2b71-47f4-b732-8e747b6dd76e,Arthwr Ozaki,"Desde que o app atualizou deu layout, a qualidade dele caiu demais. Ficou com a mesma qualidade de aplicativos pirateados. Você não tem mais a opção de avançar ou retroceder os episódios pelo player, você precisa fechar o vídeo e abrir a página da série para mudar os episódios, ou ver até o final. Vários erros de legendas começaram a surgir e bugs onde o áudio e legenda funcionam, mas não dá imagem ou funciona parcial. Resumindo, eu estou considerando cancelar a assinatura até.",2,01-11-2025 22:49,desde que app atualizou deu layout qualidade dele caiu demais ficou com mesma qualidade de aplicativos pirateados voc tem mais opo de avanar ou retroceder episdios pelo player voc precisa fechar vdeo e abrir pgina da srie para mudar episdios ou ver final vrios erros de legendas comearam surgir e bug onde udio e legenda funcionam imagem ou funciona parcial resumindo eu estou considerando cancelar assinatura,0.0,1.0,Neutral,6,2,20,0.0,1,0,0
Amazon Prime Video,2a2ee370-9162-4377-9070-ee2596801e4b,Ronald Neeleman,"Good selection, but terrible player and even worse is that recently it's loaded with ads. I pay a lot for Amazon Prime and still series and movies have multiple 2 to 3 minute ads. Hate it",1,01-11-2025 22:42,good selection terrible player even worse recently loaded ad pay lot amazon prime still series movie multiple minute ad hate,-0.25,0.5583333333333333,Negative,43,3,1,-0.25,1,0,0
Amazon Prime Video,fdcd5e2b-9982-490d-b820-6b38d982e9a0,Madhu Jangampally,i buy 1 Year subscription whenever i watch movies only audio playing no video .,1,01-11-2025 22:21,buy year subscription whenever watch movie audio playing video,0.0,0.0,Neutral,48,9,16,0.0,0,0,0
Amazon Prime Video,6d089a17-916e-4b50-ab45-f46606c5d73a,Amar S Zandekar,audio description is not stopping even after disabled it,1,01-11-2025 22:18,audio description stopping even disabled,-0.2,0.3,Negative,29,1,9,-0.2,1,0,0
Amazon Prime Video,ee4828ac-dd88-41fb-a720-25183c9d447c,Alejandro Ysturiz Rendon,"Deben quitar el contenido para comprar o alquilar, para algo pago Amazon Prime.",1,01-11-2025 21:59,deben quitar el contenido para comprar alquilar para algo pago amazon prime,0.0,0.0,Neutral,17,6,21,0.0,0,0,1
Amazon Prime Video,0e2e3e86-d56d-4663-a494-d2980ec73728,Goutham Girish,"1. Not better than Netflix 2.No option for monthly subscription or 3months subscription (No option here) have to buy an ""Annual plan"".",1,01-11-2025 21:58,better netflix option monthly subscription month subscription option buy annual plan,0.5,0.5,Positive,35,9,18,0.5,0,0,0
Amazon Prime Video,c28b050c-7b51-4112-b993-e8e77c469db4,Sunil Kumar,this app really good super working very nice and good,5,01-11-2025 21:51,app really good super working nice good,0.5833333333333333,0.7166666666666667,Positive,39,8,1,0.5833333333333333,0,0,1
Amazon Prime Video,fdf3905d-ec6b-4187-a5fc-3031f0c923a2,Sony P Shriyan,"worst app ,iam not able to open the app itz closed automatically",1,01-11-2025 21:49,worst app iam able open app itz closed automatically,-0.15,0.55625,Negative,36,4,13,-0.15,1,1,0
Amazon Prime Video,6466080c-1a86-4ed0-a2f3-d088a924bbc2,Pradeep D,Nice all movies there for rent. Good rent app. No need to recharge the prime account insteated of that we can rent the movies. signin and signout only allow 3 times and 3 devices. better to go for hotstar and Netflix don't waste your money even for lite. useless app,1,01-11-2025 21:35,nice movie rent good rent app need recharge prime account insteated rent movie signin signout allow time device better go hotstar netflix dont waste money even lite useless app,0.21999999999999997,0.4600000000000001,Positive,29,5,8,0.21999999999999997,0,1,1
Amazon Prime Video,374a7518-829f-4e3c-ac91-a09abe2cbbd8,Shree R,"far too many ads now, and not even an option to skip the ad. I've reduced watching anything on prime now for this reason.",2,01-11-2025 21:33,far many ad even option skip ad ive reduced watching anything prime reason,0.3,0.75,Positive,43,3,18,0.3,0,0,0
Amazon Prime Video,61ee12dd-b13b-4173-82bc-52cce0726753,Siddharth Srivastava,screen not fully utilised for g85..dont tell me its intentionally,1,01-11-2025 21:32,screen fully utilised gdont tell intentionally,0.0,0.0,Neutral,15,9,17,0.0,0,0,0
Amazon Prime Video,a9de5ab2-dbcf-4ded-a9ab-045368e9e4ff,Jagat Bagla,worst paid app. missing lots of videos player features.,1,01-11-2025 21:30,worst paid app missing lot video player feature,-0.6,0.525,Negative,36,5,8,-0.6,1,1,1
Amazon Prime Video,00368184-6976-4322-b43d-187c60ce6a54,Ramu Ramana,nice 👍,5,01-11-2025 21:28,nice,0.6,1.0,Positive,42,2,9,0.6,0,0,0
Amazon Prime Video,a345b995-72cb-4ada-877f-541cb902b3d5,Abbas Ali,still 1 star until you allow us to change the footage to fit the screen cus different shows have different aspect ratios.,1,01-11-2025 21:19,still star allow u change footage fit screen cu different show different aspect ratio,0.13333333333333333,0.5333333333333333,Positive,21,6,19,0.13333333333333333,0,0,0
Amazon Prime Video,f5bdaf86-b9b8-47b5-bd06-0ee96fc6555d,Haridass TR,"After the update, i couldn't see the video and could hear only the voice.",1,01-11-2025 20:39,update couldnt see video could hear voice,0.0,0.0,Neutral,1,6,3,0.0,1,1,0
Amazon Prime Video,d65e0dbe-b8a9-47cd-ab6b-0c94ae6133e3,bhailesh tigali,this app is good but in this app there is very ads,3,01-11-2025 20:22,app good app ad,0.7,0.6000000000000001,Positive,40,2,8,0.7,0,1,1
Amazon Prime Video,6320fe76-4cb1-4f3a-bd4e-d2191111ebd6,Savita Ukkali,Good,5,01-11-2025 20:05,good,0.7,0.6000000000000001,Positive,34,8,14,0.7,0,0,1
Amazon Prime Video,25b6b988-2e65-46b3-8540-726e9283168f,Akhilesh S A,worst app. just did a subscription and it shows temporarily unavailable.,1,01-11-2025 19:55,worst app subscription show temporarily unavailable,-1.0,1.0,Negative,23,9,21,-1.0,1,0,0
Amazon Prime Video,15eba073-7874-41dd-847e-8b6c4d387829,Shailesh Gohil,Not utilising full screen. Zoom option is not available. I reinstalled application still having same issue.,1,01-11-2025 19:55,utilising full screen zoom option available reinstalled application still issue,0.375,0.47500000000000003,Positive,30,9,16,0.375,0,1,1
Amazon Prime Video,33633e0f-ecfe-414a-b4c4-873d63fe9ae4,Hemanth Shetty,very bad app can't login,1,01-11-2025 19:50,bad app cant login,-0.6999999999999998,0.6666666666666666,Negative,46,2,2,-0.6999999999999998,1,1,1
Amazon Prime Video,e151d34a-ab04-4264-8d87-39ac096928cd,Mukund Munde,Worst app Ever !,1,01-11-2025 19:46,worst app ever,-1.0,1.0,Negative,45,6,19,-1.0,1,0,1
Amazon Prime Video,a95bc555-9e0e-4b0d-9896-1767ddc4413d,Shrivathsa Kedlaya H,"Too many ads with full subscription, worst interface",1,01-11-2025 19:39,many ad full subscription worst interface,-0.05000000000000001,0.6833333333333332,Negative,29,1,11,-0.05000000000000001,1,1,1
Amazon Prime Video,5f387c77-0192-46f8-a0f5-e2a6ffc0a23f,Sphr,worst app,1,01-11-2025 19:39,worst app,-1.0,1.0,Negative,40,5,15,-1.0,1,1,1
Amazon Prime Video,fb607df3-ebce-4479-b8ce-21519d7da1f2,Sree Ganesh Unni,very slow opening,2,01-11-2025 19:29,slow opening,-0.30000000000000004,0.39999999999999997,Negative,10,6,9,-0.30000000000000004,1,0,0
Amazon Prime Video,9491b0e4-0e59-4099-b26c-a03116319a41,Robert Preiss,good,5,01-11-2025 19:16,good,0.7,0.6000000000000001,Positive,35,9,5,0.7,0,0,1
Amazon Prime Video,a1c367ac-6274-48cd-bf90-1158701691f9,Sachin Sharma,ads are unacceptable for a paid service,1,01-11-2025 18:54,ad unacceptable paid service,0.0,0.0,Neutral,45,7,5,0.0,0,1,1
Amazon Prime Video,14b323d6-7e2b-4337-bb77-447408dcda8f,RAVI RAJ,"you cheater, force us to watch ad after paying subscription fee.",1,01-11-2025 18:38,cheater force u watch ad paying subscription fee,0.0,0.0,Neutral,24,7,13,0.0,0,1,1
Amazon Prime Video,a000267c-59c2-417e-bb73-b0f0d7456033,Livin Arakkal,"Really bad streaming app, not even user oriented. In Google tv the streaming performance and voice distribution is worse than ever. Really disappointed as money got wasted for this pathetic app.",1,01-11-2025 18:36,really bad streaming app even user oriented google tv streaming performance voice distribution worse ever really disappointed money got wasted pathetic app,-0.61,0.6033333333333333,Negative,12,8,2,-0.61,1,0,0
Amazon Prime Video,261bf7ce-a9e4-4b61-9e2a-c16797719707,Vishva Prakash,"getting prime subscription is waste, u still have to rent movies also ads while watching. no use of prime subscription 😔",1,01-11-2025 18:33,getting prime subscription waste u still rent movie also ad watching use prime subscription,-0.2,0.0,Negative,13,5,22,-0.2,1,0,0
Amazon Prime Video,1a317d3b-7850-4b57-9338-84413bc4cb76,Jisung park,"give me dark screen every time i play movies, so i uninstalled. wasting time and money.",1,01-11-2025 18:08,give dark screen every time play movie uninstalled wasting time money,-0.15,0.4,Negative,49,5,14,-0.15,1,0,0
Amazon Prime Video,9d42565a-196f-415a-9a9f-b56ffcd01692,Schuyler S,"I'm m so disappointed! I have a 1-year subscription,but there are no new, good movies and series available in Tamil.",1,01-11-2025 18:01,im disappointed year subscriptionbut new good movie series available tamil,0.12159090909090908,0.5511363636363636,Positive,17,5,9,0.12159090909090908,0,0,0
Amazon Prime Video,e692dfd6-d3b5-4fe5-89fb-6cc69be66bb2,Proteus,"Absolute Garbage. 3 and a half minute Ads? No wonder your ratings and viewings have dropped drastically, and continue to drop more and more every few months. Everyone is just downloading the stuff they want now or watching Netflix. Who needs Prime Video? If I wanted to watch Ads during movies and TV Shows, I would have just used a free streaming app or hopped onto YouTube. ✌Dumpster fire.",1,01-11-2025 17:53,absolute garbage half minute ad wonder rating viewing dropped drastically continue drop every month everyone downloading stuff want watching netflix need prime video wanted watch ad movie tv show would used free streaming app hopped onto youtube dumpster fire,0.14444444444444446,0.6222222222222222,Positive,4,2,16,0.14444444444444446,1,0,1
Amazon Prime Video,14867c91-a13a-49fa-b8a7-7fd77d6aba1f,Priya I. Sookram,"you are paying an annual subscription of $140, a monthly 3.99 add free fee but still have to pay a sub-subscription fee to rent movies!! Very ridiculous! this is our last year with prime!!",1,01-11-2025 17:19,paying annual subscription monthly add free fee still pay subsubscription fee rent movie ridiculous last year prime,0.022222222222222237,0.6222222222222222,Neutral,17,9,22,0.022222222222222237,0,0,0
Amazon Prime Video,711be937-7fa8-4572-8d98-e781d5f58e77,Namrata rapaka,Prime became the worst App I is crashing continuously causing my whole phone to hang and after paying the money I hv to watch with ada that's disgusting its not what expected of prime.,1,01-11-2025 17:15,prime became worst app crashing continuously causing whole phone hang paying money hv watch ada thats disgusting expected prime,-0.47500000000000003,0.7,Negative,23,4,3,-0.47500000000000003,1,1,1
Amazon Prime Video,8103823a-32c8-41ff-9fd4-0633e46d099c,Paul Bryan,amazon are just getting more greedy. when I started using prime video not one advert. roll on a few years and now the app is full of them. totally sick of the policy changing. keep doing this I'm sure people like me will just stop using and stop our subscribitions,1,01-11-2025 17:15,amazon getting greedy started using prime video one advert roll year app full totally sick policy changing keep im sure people like stop using stop subscribitions,0.04523809523809522,0.7653439153439153,Neutral,20,9,17,0.04523809523809522,0,1,0
Amazon Prime Video,6c84ad69-6656-44d0-ac67-53782ee0bd03,onh vines,one of the wores app,1,01-11-2025 17:10,one wores app,0.0,0.0,Neutral,46,6,11,0.0,0,0,0
Amazon Prime Video,97ed1c54-a928-4fae-bb1b-f19187473767,Tanmoy Pal,"Still ""full screen"" issue is not resolved after updating the app on 01/11/2025.. I've contacted customer support and told them the problem in detail but still they are not fix those yet...",2,01-11-2025 17:01,still full screen issue resolved updating app ive contacted customer support told problem detail still fix yet,0.35,0.55,Positive,32,3,6,0.35,0,1,1
Amazon Prime Video,7fef8941-a4f1-4d91-a1c5-c5b4ab55d657,Timothy Smith,"What to say. Constant issues with buffering, audio/video syncing, loss of connection because ""there's no internet"" when every other app/device has no issues. Or Amazon cloud fails, a lot. When I purchase a show, I expect to see it when I play it, not a version from some 3rd party vendor wanting me to use their app instead of the video I PURCHASED Prime is unusable as a streaming service. Fire TV and Fire Stick devices both terrible, clunky, TV remote interfaces & battery drain.",1,01-11-2025 16:50,say constant issue buffering audiovideo syncing loss connection internet every appdevice issue amazon cloud fails lot purchase show expect see play version rd party vendor wanting use app instead video purchased prime unusable streaming service fire tv fire stick device terrible clunky tv remote interface battery drain,-0.4,0.4583333333333333,Negative,24,3,9,-0.4,1,1,1
Amazon Prime Video,a96ee6f8-0cf8-48d9-9861-2d5c4a47b579,OM WELD,after purchase of prime .. they show only add.. in video when you do forward and backward they show add..,1,01-11-2025 16:42,purchase prime show add video forward backward show add,0.0,0.0,Neutral,17,3,12,0.0,0,0,0
Amazon Prime Video,49bf01b9-6758-4f78-a7c0-1461cadc91d6,Michi Glez,"UPDATE: it was a horrible app years ago when I shared my first review and it's just as bad today... no improvements... I can't even continue playing a film that I paused last night, plus I have to see ads twice now to scroll manually to it; even if I do it in the first 10 seconds... is there any feature more obvious than 'continue playing' in this kind of app?",2,01-11-2025 16:40,update horrible app year ago shared first review bad today improvement cant even continue playing film paused last night plus see ad twice scroll manually even first second feature obvious continue playing kind app,-0.07499999999999997,0.47500000000000003,Negative,40,9,20,-0.07499999999999997,1,1,1
Amazon Prime Video,7c54d3f3-dde1-4ede-b55f-e6ee80c79186,Soubhik Mukherjee,Awesome library of content. Love the documentaries.,5,01-11-2025 16:26,awesome library content love documentary,0.5,0.5333333333333333,Positive,13,9,17,0.5,0,1,1
Amazon Prime Video,e9ae7d94-7d2d-42a0-bbbe-7f344f8821df,Guinea Nord,"SCAM, paid for premium and still get ads, will not be paying for prime anymore. For a 40 minute video you get 8 minutes of adds. might as well just download a free app. Most free apps don't give you this many ads. save your money.",1,01-11-2025 16:24,scam paid premium still get ad paying prime anymore minute video get minute add might well download free app free apps dont give many ad save money,0.43333333333333335,0.7000000000000001,Positive,14,2,16,0.43333333333333335,0,1,1
Amazon Prime Video,baba62cc-7801-4337-8705-9937ebe990f8,sandeep tripathy,I have uninstall and reinstall the app still I m.getting black screen issue plz clarify this,2,01-11-2025 16:23,uninstall reinstall app still mgetting black screen issue plz clarify,-0.16666666666666666,0.43333333333333335,Negative,43,4,21,-0.16666666666666666,1,1,1
Amazon Prime Video,c764353b-e998-4519-a891-aa38c6111c1f,Alex,What happened to the trivia in x-ray? and actor info no longer has photos. And on the bottom it doesn't say the video resolution anymore. this new UI sux.,2,01-11-2025 16:17,happened trivia xray actor info longer photo bottom doesnt say video resolution anymore new ui sux,0.13636363636363635,0.45454545454545453,Positive,30,9,19,0.13636363636363635,0,0,0
Amazon Prime Video,cad909e1-a1fc-4ec4-9b33-33fac9d57903,Ranjana Telkar,it's closing by itself even after clearing cliche and storage this is resolved now but the new issue has started audio description doesn't stop inspite of setting the worst and most overrated app till date the amount we pay and the services/ irritation we get are too bad,1,01-11-2025 16:13,closing even clearing cliche storage resolved new issue started audio description doesnt stop inspite setting worst overrated app till date amount pay service irritation get bad,-0.5212121212121211,0.7070707070707071,Negative,20,6,8,-0.5212121212121211,1,1,1
Amazon Prime Video,914181f5-43ef-41a6-8fc8-2e406bcdfb02,Robin astro,to many soding advertisements and for too long,3,01-11-2025 16:05,many soding advertisement long,0.225,0.45,Positive,10,1,23,0.225,0,0,0
Amazon Prime Video,0901464f-8dca-4cff-8109-268d46c00f46,Alpha Kartik,not open in my phone,1,01-11-2025 16:01,open phone,0.0,0.5,Neutral,12,8,22,0.0,0,0,0
Amazon Prime Video,63d37c30-999e-488d-ab26-3a75d5217740,Waseed Khan,I am fan of prime video but some issues with prime video video player is roof not added play speed and full screen please add,3,01-11-2025 16:01,fan prime video issue prime video video player roof added play speed full screen please add,0.35,0.55,Positive,26,5,5,0.35,0,0,1
Amazon Prime Video,256c7e06-e611-4529-82dc-ce51e275f9b6,Asif Khan,"after the update I am not able to force full screen while playing videos, it's so frustrating... please help me with this...",1,01-11-2025 15:34,update able force full screen playing video frustrating please help,0.15,0.6916666666666668,Positive,36,2,6,0.15,0,0,0
Amazon Prime Video,b792f3ac-5294-4d4d-a517-eb528b456db7,Abhi shek,adds and Rent destroy Prime,2,01-11-2025 15:30,add rent destroy prime,-0.2,0.0,Negative,11,4,17,-0.2,1,1,1
Amazon Prime Video,786f74ca-84ab-4af9-bfba-f4f994a265e7,Sidheswar Das,"I subscribed for an ad-free experience, but midway through the membership, ads were introduced something that was never part of the original terms and conditions. For new customers, it’s understandable since they’re aware of it upfront, but for existing subscribers, this feels unfair. On top of that, most of the good content is now behind a rental paywall, which defeats the purpose of having a paid subscription",1,01-11-2025 15:29,subscribed adfree experience midway membership ad introduced something never part original term condition new customer understandable since theyre aware upfront existing subscriber feel unfair top good content behind rental paywall defeat purpose paid subscription,0.15162337662337663,0.6077922077922079,Positive,11,4,3,0.15162337662337663,0,1,1
Amazon Prime Video,5361ad6c-2c97-4012-85d8-f8e35973fb33,Vijay Kumar,video is not streaming only the audio was playing,1,01-11-2025 15:09,video streaming audio playing,0.0,0.0,Neutral,5,2,14,0.0,1,0,0
Amazon Prime Video,2d369e1a-06a6-47d2-b5e0-7a6f0d940f38,BEAST GAMING,"In the details of death note series given Hindi language but only 21 episode is available on at , why ?",3,01-11-2025 15:05,detail death note series given hindi language episode available,0.4,0.4,Positive,20,5,1,0.4,0,1,0
Amazon Prime Video,8e520ee2-41f0-4776-84d0-3f5d2f61d777,Palash Biswas,Very soon Amazon will exist only on advertisement. 🤑🤑🤑🤑🤑🤑🤑🤑,1,01-11-2025 14:44,soon amazon exist advertisement,0.0,0.0,Neutral,38,3,7,0.0,0,0,0
Amazon Prime Video,cd79063c-f52d-45fa-9744-ce729e02ebf7,Harsh Sharma,"App Crashing on startup itself , unable to use prime videos",2,01-11-2025 14:26,app crashing startup unable use prime video,-0.5,0.5,Negative,40,5,16,-0.5,1,0,0
Amazon Prime Video,b3e41c44-b9d8-46e1-9192-e38b601c11c1,Leon Guerero,please give us the control of the size and color of the subtitles. these recent update removed that feature,2,01-11-2025 14:14,please give u control size color subtitle recent update removed feature,0.0,0.25,Neutral,16,6,19,0.0,0,1,1
Amazon Prime Video,fa64a0b1-d26b-4f8e-906b-0f9ec92a5081,AIM ONE CDO,I subsribed for 149 pesos but I cant watch movie its already deducted on my account . This is Scam,1,01-11-2025 14:01,subsribed peso cant watch movie already deducted account scam,0.0,0.0,Neutral,39,9,22,0.0,0,0,0
Amazon Prime Video,ebafbdeb-b162-49b5-9559-4dd8ab9a0eac,Akhilesh Gadde,"the new Prime video sucks, it has so many glitches and bugs.",1,01-11-2025 13:53,new prime video suck many glitch bug,0.3181818181818182,0.4772727272727273,Positive,39,5,12,0.3181818181818182,0,0,0
Amazon Prime Video,d1d26508-c770-406b-82f3-54b44ae738d3,Thys Schoeman,the app keeps crashing..,1,01-11-2025 13:29,app keep crashing,0.0,0.0,Neutral,38,4,18,0.0,0,1,1
Amazon Prime Video,5b292381-cdda-43bf-9a64-cc85a7dba27c,Milo Cua,Please fix the bug where every time I click to watch something the video turns black but the video is playing. It's so annoying. I tried to clear cache and data but it's still there.,1,01-11-2025 13:27,please fix bug every time click watch something video turn black video playing annoying tried clear cache data still,-0.2888888888888889,0.5722222222222223,Negative,5,3,2,-0.2888888888888889,1,1,1
Amazon Prime Video,1bb66181-1f4f-4b08-a058-512baf0819cc,Yogesh,very entertaining app,5,01-11-2025 13:14,entertaining app,0.5,0.7,Positive,46,5,19,0.5,0,1,1
Amazon Prime Video,6cb0addf-59ee-4f8a-a14c-3235fa2df7ea,Manjunath MS,"Don't ever subscribe Name sake subscription, Ad of length 1 min every 10 mins, most of the movies are categorised as premium and you need to pay to watch every time. I have been a prime member for 11 straight years but not anymore. Worst OTT experience ever. Manjunath M S",1,01-11-2025 13:11,dont ever subscribe name sake subscription ad length min every min movie categorised premium need pay watch every time prime member straight year anymore worst ott experience ever manjunath,-0.4,0.7,Negative,49,2,14,-0.4,1,0,0
Amazon Prime Video,006f6255-e7ff-43f5-b03f-b6d44a2739d3,Jasdeep Singh,I payed for the prime membership thinking of that I got a ad free experience but what I got is ads after paying for a premium membership...when i call the customer service they said that it's our policy if you want to see a ad free you've to pay 699 extra for the same. I wasted my money on this thing and won't buy it again... worst experience and worst platform that makes only money and no costomer satisfaction.,1,01-11-2025 13:03,payed prime membership thinking got ad free experience got ad paying premium membershipwhen call customer service said policy want see ad free youve pay extra wasted money thing wont buy worst experience worst platform make money costomer satisfaction,-0.2333333333333333,0.6166666666666667,Negative,25,9,6,-0.2333333333333333,1,0,1
Amazon Prime Video,211f28a5-2ecf-44de-bada-ebcc38882be1,Mario Malowi,"gajelas, bikin akun aja gabisa",1,01-11-2025 12:16,gajelas bikin akun aja gabisa,0.0,0.0,Neutral,19,3,13,0.0,0,0,0
Amazon Prime Video,99ddec33-91b4-4375-a266-75c09959c84d,Blaine Woodruff,cant open the app with the latest update with wifi or without newer phone soo must be an app issue,2,01-11-2025 12:05,cant open app latest update wifi without newer phone soo must app issue,0.25,0.7,Positive,15,9,16,0.25,0,1,1
Amazon Prime Video,7ac5aa80-ff4d-452d-922d-11334b4d5d0f,Batti Jalake,kya wahiyat aap hai open hi nahi ho rahi hai,1,01-11-2025 11:45,kya wahiyat aap hai open hi nahi ho rahi hai,0.0,0.5,Neutral,42,3,23,0.0,0,0,0
Amazon Prime Video,cd82c3e5-11c4-47c4-8b03-9e43cc5960c7,Asyraf Rosli,missing subtitle settings!,1,01-11-2025 11:40,missing subtitle setting,-0.2,0.05,Negative,18,5,15,-0.2,1,1,0
Amazon Prime Video,8f7bd164-59de-46f3-a308-eac987986c31,Graham Walker,way too many ads and they are way too long. you pay for premium already and they want you to pay even more to get rid of them,1,01-11-2025 11:32,way many ad way long pay premium already want pay even get rid,0.225,0.45,Positive,33,1,9,0.225,0,0,1
Amazon Prime Video,19061400-3612-4de0-892c-b32eef46d30f,CP PLUS,Super,3,01-11-2025 11:11,super,0.3333333333333333,0.6666666666666666,Positive,44,8,23,0.3333333333333333,0,0,0
Amazon Prime Video,140c2714-66ee-450c-bbd2-52679b008f5c,dom brooks,"used to be a lot better until they started shoving more and more ads into it. its not even necessarily the ads themselves, though that is incredibly aggravating, its more that the ads seem to break the player and cause freezes and crashes. It's especially bad when the player is minimized (which you will want to do, to be able to use your device while ads are playing). the library isn't even that great. If I didn't get the service with my prime subscription, I'd cancel it.",1,01-11-2025 11:10,used lot better started shoving ad even necessarily ad though incredibly aggravating ad seem break player cause freeze crash especially bad player minimized want able use device ad playing library isnt even great didnt get service prime subscription id cancel,0.2833333333333333,0.7958333333333334,Positive,13,5,13,0.2833333333333333,0,1,1
Amazon Prime Video,931c1233-298f-4ecf-8ea8-5ca054642164,Jordan Prevost,I can't watch Hazbin hotell ╥﹏╥,3,01-11-2025 11:01,cant watch hazbin hotell,0.0,0.0,Neutral,9,1,22,0.0,1,1,1
Amazon Prime Video,955cbce0-3efe-4c7c-b201-353133a44196,Jagadeesan J,Its very difficult to search and navigate to a movie even though its very new movie,2,01-11-2025 10:54,difficult search navigate movie even though new movie,-0.18181818181818182,0.7272727272727273,Negative,7,8,12,-0.18181818181818182,1,1,1
Amazon Prime Video,51aca872-3f12-45b6-ba5b-f7f9e07916b0,shravan hegde,vedio not supported,3,01-11-2025 10:53,vedio supported,0.0,0.0,Neutral,38,2,11,0.0,0,0,1
